parcel_id,survey_number,survey_display,sub_division,khata_number,owner_name,co_owner_name,village,mandal,district,state,land_classification,ownership_type,area_acres,area_sq_meters,mutation_status,registration_status,document_reference,confidence_score,verification_status,validation_issue,created_at,updated_at,centroid_lat,centroid_lon
P0446,546,546/3,3,KH00446,Synthetic Owner 446,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00446,0.672,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.685,77.5992
P0447,547,547,,KH00447,Synthetic Owner 447,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Pending,Registered,DOC-00447,0.844,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.685,77.6016
P0448,548,548,,KH00448,Synthetic Owner 448,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00448,0.93,Verified,,2025-01-01,2025-06-01,14.685,77.604
P0449,549,549,,KH00449,Synthetic Owner 449,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00449,0.708,Conflict,Area mismatch,2025-01-01,2025-06-01,14.685,77.6064
P0450,550,550,,KH00450,Synthetic Owner 450,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Pending,Registered,DOC-00450,0.7,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.685,77.6088
P0451,551,551/2,2,KH00451,Synthetic Owner 451,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00451,0.957,Verified,,2025-01-01,2025-06-01,14.687,77.5512
P0452,552,552,,KH00452,Synthetic Owner 452,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00452,0.966,Verified,,2025-01-01,2025-06-01,14.687,77.5536
P0453,553,553,,KH00453,Synthetic Owner 453,Synthetic Owner 953,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2182,57539.06,Updated,Registered,DOC-00453,0.975,Verified,,2025-01-01,2025-06-01,14.687,77.556
P0454,554,554,,KH00454,Synthetic Owner 454,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00454,0.984,Verified,,2025-01-01,2025-06-01,14.687,77.5584
P0455,555,555,,KH00455,Synthetic Owner 455,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00455,0.93,Verified,,2025-01-01,2025-06-01,14.687,77.5608
P0456,556,556/1,1,KH00456,Synthetic Owner 456,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00456,0.939,Verified,,2025-01-01,2025-06-01,14.687,77.5632
P0457,557,557,,KH00457,Synthetic Owner 457,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00457,0.504,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.687,77.5656
P0458,558,558,,KH00458,Synthetic Owner 458,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00458,0.957,Verified,,2025-01-01,2025-06-01,14.687,77.568
P0459,559,559,,KH00459,Synthetic Owner 459,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00459,0.966,Verified,,2025-01-01,2025-06-01,14.687,77.5704
P0460,560,560,,KH00460,Synthetic Owner 460,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00460,0.975,Verified,,2025-01-01,2025-06-01,14.687,77.5728
P0461,561,561/3,3,KH00461,Synthetic Owner 461,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00461,0.552,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.687,77.5752
P0462,562,562,,KH00462,Synthetic Owner 462,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00462,0.844,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.687,77.5776
P0463,563,563,,KH00463,Synthetic Owner 463,Synthetic Owner 963,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2182,57539.06,Updated,Registered,DOC-00463,0.939,Verified,,2025-01-01,2025-06-01,14.687,77.58
P0464,564,564,,KH00464,Synthetic Owner 464,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00464,0.948,Verified,,2025-01-01,2025-06-01,14.687,77.5824
P0465,565,565,,KH00465,Synthetic Owner 465,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00465,0.957,Verified,,2025-01-01,2025-06-01,14.687,77.5848
P0466,566,566/2,2,KH00466,Synthetic Owner 466,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00466,0.966,Verified,,2025-01-01,2025-06-01,14.687,77.5872
P0467,567,567,,KH00467,Synthetic Owner 467,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Pending,Registered,DOC-00467,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.687,77.5896
P0468,568,568,,KH00468,Synthetic Owner 468,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00468,0.984,Verified,,2025-01-01,2025-06-01,14.687,77.592
P0469,569,569,,KH00469,Synthetic Owner 469,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00469,0.93,Verified,,2025-01-01,2025-06-01,14.687,77.5944
P0470,570,570,,KH00470,Synthetic Owner 470,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2182,57539.06,Updated,Registered,DOC-00470,0.939,Verified,,2025-01-01,2025-06-01,14.687,77.5968
P0471,571,571/1,1,KH00471,Synthetic Owner 471,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00471,0.948,Verified,,2025-01-01,2025-06-01,14.687,77.5992
P0472,572,572,,KH00472,Synthetic Owner 472,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00472,0.957,Verified,,2025-01-01,2025-06-01,14.687,77.6016
P0473,573,573,,KH00473,Synthetic Owner 473,Synthetic Owner 973,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2182,57539.06,Updated,Registered,DOC-00473,0.966,Verified,,2025-01-01,2025-06-01,14.687,77.604
P0474,574,574,,KH00474,Synthetic Owner 474,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2182,57539.06,Updated,Registered,DOC-00474,0.975,Verified,,2025-01-01,2025-06-01,14.687,77.6064
P0475,575,575,,KH00475,Synthetic Owner 475,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2182,57539.06,Updated,Registered,DOC-00475,0.42,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.687,77.6088
P0476,576,576/3,3,KH00476,Synthetic Owner 476,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00476,0.93,Verified,,2025-01-01,2025-06-01,14.689,77.5512
P0477,577,577,,KH00477,Synthetic Owner 477,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00477,0.939,Verified,,2025-01-01,2025-06-01,14.689,77.5536
P0478,578,578,,KH00478,Synthetic Owner 478,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00478,0.948,Verified,,2025-01-01,2025-06-01,14.689,77.556
P0479,579,579,,KH00479,Synthetic Owner 479,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00479,0.957,Verified,,2025-01-01,2025-06-01,14.689,77.5584
P0480,580,580,,KH00480,Synthetic Owner 480,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00480,0.966,Verified,,2025-01-01,2025-06-01,14.689,77.5608
P0481,581,581/2,2,KH00481,Synthetic Owner 481,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00481,0.975,Verified,,2025-01-01,2025-06-01,14.689,77.5632
P0482,582,582,,KH00482,Synthetic Owner 482,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00482,0.724,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.689,77.5656
P0483,583,583,,KH00483,Synthetic Owner 483,Synthetic Owner 983,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.218,57538.26,Updated,Registered,DOC-00483,0.93,Verified,,2025-01-01,2025-06-01,14.689,77.568
P0484,584,584,,KH00484,Synthetic Owner 484,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Pending,Registered,DOC-00484,0.748,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.689,77.5704
P0485,585,585,,KH00485,Synthetic Owner 485,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00485,0.948,Verified,,2025-01-01,2025-06-01,14.689,77.5728
P0486,586,586/1,1,KH00486,Synthetic Owner 486,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00486,0.957,Verified,,2025-01-01,2025-06-01,14.689,77.5752
P0487,587,587,,KH00487,Synthetic Owner 487,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00487,0.966,Verified,,2025-01-01,2025-06-01,14.689,77.5776
P0488,588,588,,KH00488,Synthetic Owner 488,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00488,0.975,Verified,,2025-01-01,2025-06-01,14.689,77.58
P0489,589,589,,KH00489,Synthetic Owner 489,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00489,0.984,Verified,,2025-01-01,2025-06-01,14.689,77.5824
P0490,590,590,,KH00490,Synthetic Owner 490,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00490,0.93,Verified,,2025-01-01,2025-06-01,14.689,77.5848
P0491,591,591/3,3,KH00491,Synthetic Owner 491,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00491,0.612,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.689,77.5872
P0492,592,592,,KH00492,Synthetic Owner 492,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00492,0.624,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.689,77.5896
P0493,593,593,,KH00493,Synthetic Owner 493,Synthetic Owner 993,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.218,57538.26,Updated,Registered,DOC-00493,0.957,Verified,,2025-01-01,2025-06-01,14.689,77.592
P0494,594,594,,KH00494,Synthetic Owner 494,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00494,0.966,Verified,,2025-01-01,2025-06-01,14.689,77.5944
P0495,595,595,,KH00495,Synthetic Owner 495,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00495,0.975,Verified,,2025-01-01,2025-06-01,14.689,77.5968
P0496,596,596/2,2,KH00496,Synthetic Owner 496,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00496,0.984,Verified,,2025-01-01,2025-06-01,14.689,77.5992
P0497,597,597,,KH00497,Synthetic Owner 497,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00497,0.724,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.689,77.6016
P0498,598,598,,KH00498,Synthetic Owner 498,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.218,57538.26,Updated,Registered,DOC-00498,0.939,Verified,,2025-01-01,2025-06-01,14.689,77.604
P0499,599,599,,KH00499,Synthetic Owner 499,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.218,57538.26,Updated,Registered,DOC-00499,0.948,Verified,,2025-01-01,2025-06-01,14.689,77.6064
P0500,600,600,,KH00500,Synthetic Owner 500,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.218,57538.26,Updated,Registered,DOC-00500,0.957,Verified,,2025-01-01,2025-06-01,14.689,77.6088
